,yc_url,company_name,batch,sector,one_liner,overall_signal,founder_worked_in_target_industry,founder_held_target_function,founder_has_prior_exit,founder_is_repeat_yc,founder_from_top_co,domain_relevance_score,has_technical_cofounder,has_commercial_cofounder,has_domain_expert,is_solo_founder,team_completeness_score,one_line_risk,one_line_strength,website,has_live_product,has_paying_customers,has_user_evidence,has_public_iteration,has_specific_user_problem,has_beachhead_segment,product_maturity_score,user_understanding_score,sources_with_evidence,strongest_evidence,biggest_product_gap
47,https://www.ycombinator.com/companies/strand-ai,Strand AI,W26,Healthcare/Biotech,Multimodal foundation models to predict uncollected patient biology,STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,9.0,TRUE,FALSE,TRUE,FALSE,7.0,Missing commercial/GTM expertise for pharma sales cycles,Deep biotech domain expertise with proven foundation model capabilities,https://strandai.com,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3,8,1,Website has pricing page and social proof elements suggesting commercial readiness for life sciences and drug discovery customers.,"No evidence of a live, accessible product - only a 'Request Access' flow without clear signup/demo availability."
48,https://www.ycombinator.com/companies/protent,Protent,W26,Security/AI,Real-time video intelligence for proactive public safety surveillance,STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,9.0,TRUE,FALSE,TRUE,FALSE,7.0,Missing commercial/sales expertise for government procurement cycles,Deep technical expertise in classified video intelligence systems,https://protent.ai,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,7,1,"Active GitHub repository with recent commits (last push November 5, 2024) suggests development work is ongoing.","No evidence of actual users, customers, or external validation despite having a specific problem statement for public safety surveillance."
49,https://www.ycombinator.com/companies/legalos,LegalOS,W26,Legal Tech,AI-native immigration law firm with 40+ years expertise,STRONG,TRUE,TRUE,FALSE,FALSE,FALSE,9.0,TRUE,TRUE,TRUE,FALSE,9.0,Regulatory compliance and liability in highly regulated legal industry,Deep family immigration law expertise with proven track record,https://www.legalos.ai,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,8,2,"Website has auth flow and pricing page for specific immigration visa services (H-1B, L-1A, L-1B, O-1, TN, EB-1A, EB-1C), indicating a live product with paying customers.","No external user validation found - no reviews, testimonials, or third-party evidence that real customers are using the service despite having pricing and auth flows."
50,https://www.ycombinator.com/companies/10x-science,10x Science,W26,Biotech,AI-native platform for next-generation protein characterization,STRONG,TRUE,TRUE,FALSE,TRUE,TRUE,9.0,TRUE,FALSE,TRUE,FALSE,7.0,Missing commercial/GTM expertise for complex biotech sales cycles,Deep domain expertise from Nobel laureate lab with proven research track record,https://10xscience.com,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,7,1,Company website exists with social proof elements and clear positioning as 'AI-Native Software for Scientists' focused on protein characterization.,"No evidence of a live, usable product - no auth flow, no pricing, and GitHub repo appears to be a placeholder with minimal activity since early 2023."
51,https://www.ycombinator.com/companies/rev1,REV1,W26,B2B Software,AI that turns 3D CAD models into manufacturing-ready 2D drawings,STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,9.0,TRUE,FALSE,TRUE,FALSE,7.0,Missing commercial cofounder to drive sales in conservative engineering market,Perfect founder-market fit with deep domain expertise from Apple/Tesla,https://rev1.so,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,4,8,1,"Company website shows an auth flow and demo booking capability, indicating a functional product that users can access.","No external user validation, pricing information, or evidence of paying customers despite having a live product."
52,https://www.ycombinator.com/companies/shortkit,ShortKit,W26,B2B Software,Short-form video infrastructure SDK for consumer apps,STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,9.0,TRUE,TRUE,TRUE,FALSE,9.0,Competing against well-funded video infrastructure incumbents like Mux,Michael built YouTube Shorts infrastructure for 6 years,https://www.shortkit.dev,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,8,2,"Company website shows a live SDK with authentication flow, pricing page, documentation, and demo booking capability for short-form video infrastructure.","No external user validation found - no reviews, testimonials, or third-party evidence that developers are actually using the SDK."
53,https://www.ycombinator.com/companies/axis-2,Axis,W26,Fintech,AI-Native Trading System for commodities markets,STRONG,TRUE,TRUE,FALSE,FALSE,FALSE,9.0,TRUE,TRUE,TRUE,FALSE,9.0,Highly regulated market with established institutional players,Both founders are experienced quantitative traders building for their domain,https://axisanalysis.com,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,7,1,"Company has a clear focus on AI-native trading systems specifically for commodities markets, indicating a well-defined problem space.","No evidence of a live product, user base, or any functional trading system despite being in a highly regulated financial services space."
54,https://www.ycombinator.com/companies/runanywhere,RunAnywhere,W26,AI/ML Infrastructure,Infrastructure layer for deploying on-device AI at scale,STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,9.0,TRUE,TRUE,TRUE,FALSE,9.0,Highly competitive space with tech giants building similar solutions,Deep technical expertise with proven performance improvements in AI inference,https://www.runanywhere.ai/,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,7,8,5,"Active GitHub repo with 10,383 stars and recent commits, plus a live iOS app with user reviews and HackerNews launch with 240 points and 153 comments.","Only 3 App Store reviews and no clear evidence of paying customers despite having a pricing page, suggesting very early adoption."
55,https://www.ycombinator.com/companies/lucent,Lucent,W26,B2B Software,AI that automatically improves products from user behavior,STRONG,TRUE,TRUE,TRUE,FALSE,TRUE,9.0,TRUE,TRUE,TRUE,TRUE,7.0,Solo founder scaling challenge despite strong technical and domain expertise,"Exceptional founder with prior exit, top company experience, and deep domain knowledge",https://lucenthq.com,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2,6,1,Company website mentions 'AI Bug Detection from Session Replays' indicating a specific technical approach to product improvement.,"No evidence of a live product, user base, or any functional implementation despite having a specific problem statement."
56,https://www.ycombinator.com/companies/one-robot,One Robot,W26,Robotics,World models for robot evals and training,STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,9.0,TRUE,FALSE,TRUE,FALSE,7.0,Missing commercial cofounder for GTM in competitive robotics market,"Deep robotics expertise from Tesla, Google, NASA with proven track record",https://www.onerobot.io/,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3,7,1,Website shows a pricing page and describes a specific technical solution for robot simulation environments with a clear workflow.,"No evidence of a live product that users can actually access - no auth flow, no public repos, and no external user validation despite having pricing."
57,https://www.ycombinator.com/companies/valgo,Valgo,W26,Insurtech,Insurance risk layer for physical AI systems,STRONG,TRUE,TRUE,FALSE,FALSE,FALSE,9.0,TRUE,TRUE,TRUE,FALSE,10.0,Nascent autonomous systems market may take years to mature,Perfect founder-market fit with deep technical and insurance expertise,https://valgo.ai,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,7,1,Company website clearly articulates their mission to turn simulation data into loss estimates for insurers pricing autonomous systems coverage.,"No evidence of a live product, only a landing page with contact form and no signup flow, pricing, or user access."
58,https://www.ycombinator.com/companies/corvera,Corvera,W26,B2B,AI agent workforce for CPG back-office operations,STRONG,TRUE,TRUE,TRUE,FALSE,TRUE,9.0,TRUE,TRUE,TRUE,FALSE,10.0,Early stage with limited track record in AI agents,Perfect founder-market fit with prior CPG exit and Google AI expertise,https://www.corvera.ai/,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,8,1,"Website has authentication flow, pricing page, and social proof elements indicating a live product with paying customers.","No external user validation found - no reviews, ratings, or third-party evidence that real customers are using the product."
59,https://www.ycombinator.com/companies/catchback-cards,CatchBack Cards,W26,Consumer,Mobile platform for creating and opening digital collectible card packs,STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,9.0,TRUE,FALSE,TRUE,FALSE,7.0,Niche market with regulatory risks around gambling mechanics,"Founder sold $500K Pokemon cards, deep domain expertise",https://catchbackcards.com,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,6,7,3,Live iOS app with 5-star rating from 9 users and a pricing page indicating monetization.,No evidence of product iteration or development activity with only 9 app store reviews suggesting very limited user adoption.
60,https://www.ycombinator.com/companies/vector-legal,Vector Legal,W26,Legal Tech,AI-native law firm and software platform for startups,STRONG,TRUE,TRUE,FALSE,FALSE,FALSE,9.0,TRUE,TRUE,TRUE,FALSE,10.0,Regulatory challenges and bar association restrictions on AI legal services,Founder was startup lawyer at top firms serving exact target market,https://vectorlegal.com,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,8,1,Website shows a live AI-powered legal platform called VectorOS™ with pricing page and social proof elements for startup legal services.,"No external user validation found - no reviews, testimonials, or third-party evidence that real startups are using the platform."
61,https://www.ycombinator.com/companies/generalastro,General Astronautics,W26,Aerospace/Robotics,Autonomous robots for research and manufacturing in space,STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,9.0,TRUE,FALSE,TRUE,FALSE,7.0,Solo technical founder without clear commercial/sales expertise,SpaceX aerospace engineer with direct space hardware experience,https://generalastro.com/,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,2,7,1,Company has a pricing page indicating they are selling services or products to customers.,"No evidence of a live, usable product - only a basic website with no signup flow, documentation, or public repositories."
62,https://www.ycombinator.com/companies/alt-x,Alt-X,W26,Fintech,AI automation for institutional-grade financial modeling in Excel,STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,9.0,TRUE,TRUE,TRUE,FALSE,9.0,Excel dependency limits market expansion beyond traditional finance workflows,Deep domain expertise with Citadel trader building for exact workflow,https://alt-x.co,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,7,1,Company has a specific problem statement targeting institutional-grade financial modeling in Excel with AI automation.,"No evidence of a live product - website requires JavaScript but shows no actual product, auth flow, or functionality."
63,https://www.ycombinator.com/companies/button-computer,Button Computer,W26,Hardware,Wearable AI button that enables instant voice conversations with AI,STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,9.0,TRUE,FALSE,TRUE,FALSE,7.0,Hardware execution and manufacturing scale challenges for consumer wearables,Apple Vision Pro veterans building conversational AI hardware,https://buttoncomputer.com,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,6,7,2,"Company has a live website with authentication flow, pricing page, and preorder functionality for a physical wearable AI device.","No external user validation or reviews despite having a preorder system, and no evidence of product iteration or development transparency."
64,https://www.ycombinator.com/companies/q2q,Q2Q,W26,Fintech,AI-native outbound engine for private equity deal sourcing,STRONG,TRUE,TRUE,TRUE,FALSE,FALSE,9.0,TRUE,TRUE,TRUE,FALSE,10.0,Competitive moat unclear in crowded AI sales automation space,Perfect founder-market fit with PE experience and prior exit,https://www.tryq2q.com/,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,4,8,2,"Website has authentication flow and pricing page, indicating a functional product beyond just a landing page.","No external user validation despite having a live product - all evidence is self-reported with no reviews, testimonials, or third-party verification of actual usage."
65,https://www.ycombinator.com/companies/shofo,Shofo,W26,AI/ML,Building the world's largest video library for AI training datasets,STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,8.0,TRUE,TRUE,TRUE,FALSE,9.0,Scaling video processing infrastructure and managing copyright/licensing issues,Strong technical team with prior AI startup experience and clear market need,https://shofo.ai/,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,3,7,1,Website shows pricing page and specific use case example of 'cooking videos with hand-object interactions' for AI labs.,"No evidence of a live product that users can actually access or sign up for, despite having pricing information."
66,https://www.ycombinator.com/companies/carrot-labs,Carrot Labs,W26,Artificial Intelligence,Continuous fine-tuning platform for specialized business LLMs,STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,8.0,TRUE,FALSE,TRUE,FALSE,7.0,Missing commercial cofounder for GTM in competitive AI tooling space,Strong ML expertise from Snowflake scaling $250M to $3.6B revenue,https://carrotlabs.ai/,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,4,7,2,"Website has authentication flow and platform documentation, indicating a functional product beyond just a landing page.","No evidence of paying customers, external user validation, or product iteration despite having a live platform."
67,https://www.ycombinator.com/companies/mochacare,MochaCare,W26,Healthcare,"AI-powered management service for care organizations handling hiring, scheduling, client intake",STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,8.0,TRUE,FALSE,TRUE,FALSE,7.0,Missing commercial/sales expertise for B2B care organization market,Deep personal caregiving experience plus strong technical backgrounds from top companies,https://www.mochacare.com/,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,7,1,"Website has pricing page and social proof elements, indicating some level of product development beyond just an idea.","Website is waitlist-only with no auth flow, suggesting the product is not yet live for actual use."
68,https://www.ycombinator.com/companies/veriad,Veriad,W26,B2B,AI agents that replace enterprise marketing compliance reviewers,STRONG,TRUE,TRUE,FALSE,FALSE,FALSE,8.0,TRUE,TRUE,TRUE,FALSE,9.0,Early stage with limited track record in scaling AI agents,Founders built and sold compliance tools to F500s before,https://veriad.com,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,8,2,"Website has login flow, pricing page, and claims $120M in ad spend covered with specific metrics like 0% false positive rate.","No external user validation found - no reviews, testimonials from named customers, or third-party evidence of actual usage despite strong product claims."
69,https://www.ycombinator.com/companies/talking-computers,Talking Computers,W26,AI/ML,AI research lab building autonomous AI scientists and workplace AI systems,STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,8.0,TRUE,FALSE,TRUE,FALSE,7.0,Heavy technical focus without clear commercial/GTM expertise,Deep ML expertise from Modular with proven ability to deliver results,https://talkingcomputers.ai,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,3,1,Company website exists with social proof elements and describes themselves as building workplace AI systems.,"No evidence of any live product, user access, or specific problem being solved beyond vague 'workplace AI systems' description."
70,https://www.ycombinator.com/companies/getbalance,Balance,W26,Fintech,AI accounting firm providing real-time bookkeeping for SMBs,STRONG,TRUE,TRUE,FALSE,FALSE,FALSE,8.0,TRUE,TRUE,TRUE,FALSE,9.0,Competitive market with established accounting software and service providers,Strong domain expertise with CFO experience and technical AI capabilities,https://getbalance.ai,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,7,1,"Company website shows a live product with auth flow, pricing page, and social proof testimonials for their AI accounting service.","No external user validation found - the GitHub, App Store, Product Hunt, and HackerNews results appear to be for different companies/products entirely."
71,https://www.ycombinator.com/companies/chasi,Chasi,W26,B2B,AI Revenue Engine for the Equipment Industry,STRONG,TRUE,FALSE,FALSE,FALSE,TRUE,8.0,TRUE,TRUE,TRUE,FALSE,9.0,Complex enterprise sales cycles in traditional equipment industry,Deep domain expertise with Tesla/Boeing/Cummins AI deployment experience,https://chasi.co/,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,8,1,"Company website shows auth flow and pricing page for AI agents targeting equipment dealers, indicating a live product with monetization.","No external user validation found - no reviews, testimonials, or third-party evidence that real equipment dealers are using the product."
72,https://www.ycombinator.com/companies/glue,Glue,W26,Developer Tools,Open source design editor for AI agents to create interfaces,STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,8.0,TRUE,FALSE,TRUE,FALSE,7.0,Very early market - AI agents building interfaces not proven need,Strong technical founders from top companies building for emerging AI workflow,https://buildwithglue.com,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,6,8,3,"Live product with authentication flow, pricing page, documentation, and App Store listing with 13 user reviews averaging 4.69 stars.","No clear evidence of paying customers despite having a pricing page, and the GitHub repo appears to be for a different 'Glue' product (authentication service)."
73,https://www.ycombinator.com/companies/voxel-energy,Voxel Energy,W26,Energy,Energy independent data centers with solar and repurposed batteries,STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,8.0,TRUE,TRUE,TRUE,FALSE,9.0,Unproven market demand for off-grid data center solutions,Tesla veterans with deep EV battery and energy systems expertise,https://voxelenergy.com/,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,7,1,Company website describes a specific infrastructure service for rapid deployment of off-grid data centers.,"No evidence of a built product, live service, or customers despite claiming to build data centers in months."
74,https://www.ycombinator.com/companies/polymath,Polymath,W26,AI/ML,Simulated worlds for training and evaluating long-horizon AI agents,STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,8.0,TRUE,FALSE,TRUE,FALSE,7.0,Missing commercial cofounder for GTM in competitive AI infrastructure space,Deep AI/ML expertise from top companies building exactly what they know,https://polymathlabs.ai/,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4,7,2,"Company website shows a live product with pricing page and describes specific functionality for simulated worlds with applications, data, tasks, and verifiers for AI agent training.","No external user validation or evidence of paying customers despite having a pricing page, and the GitHub repo appears to be unrelated to the company's stated product."
75,https://www.ycombinator.com/companies/pocket,Pocket,W26,Consumer Hardware,"AI device that turns conversations into notes, summaries, and action items",STRONG,TRUE,FALSE,FALSE,FALSE,FALSE,8.0,TRUE,TRUE,TRUE,FALSE,8.0,Hardware scaling challenges and competitive moat against software-only solutions,Strong product-market fit with $27M ARR and 50% monthly growth,https://heypocket.com/now,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,7,7,3,Live iOS app with 4.83/5 rating from 864 users and active website with auth flow and pricing page.,"No evidence of product iteration or updates, and the beachhead segment appears to be generic 'everyone who has conversations' rather than a specific user group."
76,https://www.ycombinator.com/companies/forum,Forum,W26,Fintech,First regulated exchange to trade on cultural attention and virality,STRONG,TRUE,TRUE,FALSE,FALSE,FALSE,8.0,TRUE,TRUE,TRUE,FALSE,9.0,Regulatory approval for attention trading may be difficult to obtain,Strong founder-market fit with trading and engineering expertise,https://www.forum.market/,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,6,0,Company has a specific one-liner describing a regulated exchange for trading cultural attention and virality.,"No evidence of any built product - website not found, no relevant GitHub repo, and all other sources are unrelated forum software or discussions."
77,https://www.ycombinator.com/companies/emdash,Emdash,W26,Developer Tools,Open-source desktop app for running multiple coding agents in parallel,STRONG,TRUE,TRUE,FALSE,TRUE,FALSE,8.0,TRUE,FALSE,TRUE,FALSE,7.0,Commercial/GTM experience gap in founding team,Strong technical founders solving their own developer workflow pain point,https://emdash.sh,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8,8,3,Over 220K downloads with active GitHub repo (2855 stars) and pricing page indicating paying customers.,High number of open issues (169) relative to repo activity suggests potential product stability or user experience challenges.
78,https://www.ycombinator.com/companies/patientdeskai,Patientdesk.ai,W26,Healthcare,AI front & back office agent for dental practices,STRONG,TRUE,TRUE,FALSE,FALSE,FALSE,8.0,TRUE,TRUE,TRUE,FALSE,9.0,Young founders with limited professional experience beyond their agency,Deep domain expertise from running dental marketing agency and call center,https://patientdesk.ai/,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,8,2,"Company has a live website with authentication flow and pricing page, indicating a functional product that customers can sign up for and pay for.","No external user validation found - no reviews, ratings, or third-party evidence that real dental practices are successfully using the product."
79,https://www.ycombinator.com/companies/seeing-systems,Seeing Systems,W26,Defense Tech,Modular AI-commanded autonomous strike drones for defense,STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,8.0,TRUE,FALSE,TRUE,FALSE,7.0,Missing commercial/sales expertise for defense procurement processes,Deep defense domain expertise with Jane Street technical pedigree,https://www.seeing-systems.com,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,4,7,1,"Company website shows interactive product demos for multiple drone systems (Bandit, Banshee, Aerie) with launch capabilities and operator training modules.","No evidence of paying customers, user reviews, or external validation despite having what appears to be functional drone systems."
80,https://www.ycombinator.com/companies/prana-health,Prana,W26,Healthcare,"AI primary care doctor providing continuous, proactive healthcare monitoring",STRONG,TRUE,FALSE,FALSE,FALSE,FALSE,8.0,TRUE,FALSE,TRUE,FALSE,7.0,Regulatory hurdles and liability concerns for AI-driven medical decisions,Strong medical expertise with CEO deferring med school and MD cofounder,https://pranadoc.com,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,4,6,2,"Website has a pricing page and offers free AI doctor consultations with 24/7 chat functionality, indicating a live product.","No external user validation found - no reviews, ratings, or third-party evidence that real users are actively using the AI healthcare service."
81,https://www.ycombinator.com/companies/mango-medical-inc,Mango Medical,W26,Healthcare,Foundation models for planning orthopedic surgery,STRONG,TRUE,TRUE,FALSE,FALSE,FALSE,8.0,TRUE,FALSE,TRUE,FALSE,7.0,Regulatory approval timeline and clinical validation requirements,Ex-dentist founder with direct surgical experience building AI for surgery,https://mangomedical.io,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,7,0,YC one-liner describes a specific application of foundation models for orthopedic surgery planning.,"No evidence of any built product, live demo, or user validation across all checked sources."
82,https://www.ycombinator.com/companies/terranox-ai,Terranox AI,W26,Energy/Mining,AI-powered uranium discovery company using ML to find deposits,STRONG,TRUE,TRUE,FALSE,FALSE,FALSE,8.0,TRUE,TRUE,TRUE,FALSE,9.0,Extremely capital intensive industry with long development cycles,Perfect timing with nuclear renaissance and deep domain expertise,https://terranox.ai,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,7,2,"Active GitHub repository with recent commits (last push October 11, 2025) showing a built ML platform for geological hazard assessment.","No evidence of paying customers or external user validation despite having a live product, and there's a disconnect between the YC description (uranium discovery) and the GitHub repo (geological hazard assessment in India)."
83,https://www.ycombinator.com/companies/orthogonal,Orthogonal,W26,B2B,Agentic payments platform enabling AI agents to discover and pay for APIs,STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,8.0,TRUE,TRUE,TRUE,FALSE,9.0,Early market - agents may not need paid API access at scale yet,Strong technical team from top companies building for emerging AI agent economy,https://orthogonal.com,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,8,2,"Website has authentication flow, pricing page, documentation, and partnerships with multiple API providers like Olostep, Andi, ScrapeGraph, and others.","No external user validation found - no reviews, testimonials, or third-party evidence that real users are actively using the platform."
84,https://www.ycombinator.com/companies/ashr,Ashr,W26,Developer Tools,Automated multi-modal testing platform for AI agents,STRONG,TRUE,TRUE,TRUE,FALSE,FALSE,8.0,TRUE,FALSE,TRUE,FALSE,7.0,Limited commercial/GTM experience may hinder enterprise sales adoption,Deep AI agent building experience with prior exit validates execution ability,https://ashr.io,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,4,7,2,"Company website shows a live product with authentication flow, pricing page, documentation, and demonstrates specific AI agent testing scenarios like lost item claims.","No external user validation despite having launched - zero app store reviews, no Product Hunt presence, and no evidence of actual paying customers using the testing platform."
85,https://www.ycombinator.com/companies/autositu,AutoSitu,W26,GovTech,AI-native workspace for development plan reviews,STRONG,TRUE,TRUE,FALSE,FALSE,FALSE,8.0,TRUE,FALSE,TRUE,FALSE,7.0,Limited commercial/sales experience for complex government sales cycles,Perfect founder-market fit with urban planning expertise and AI skills,https://autositu.com/,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,8,2,"Website has authentication flow, pricing page, and claims to have processed 1500+ development plans/drawingsets.","No external user validation found - no reviews, testimonials from named customers, or third-party evidence of actual usage despite claimed volume."
86,https://www.ycombinator.com/companies/cumulus-labs,Cumulus Labs,W26,AI Infrastructure,Fast multimodal inference OS for AI teams,STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,8.0,TRUE,FALSE,TRUE,FALSE,7.0,Missing commercial cofounder for GTM in competitive AI infrastructure space,Strong technical team with direct AI infrastructure experience at Palantir,https://cumuluslabs.io,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,7,3,"Live website with authentication flow, pricing page, documentation, and Hacker News launch with 72 points and 37 comments showing community engagement.","No external user validation found - no reviews, testimonials, or third-party evidence of actual customers using the serverless GPU inference platform."
87,https://www.ycombinator.com/companies/zerosettle,ZeroSettle,W26,B2B Software,Drop-in Direct Billing SDK for In-App Purchases,STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,8.0,TRUE,FALSE,TRUE,FALSE,7.0,Missing commercial cofounder to drive sales and GTM strategy,Ex-Apple engineers building for mobile payments they deeply understand,https://zerosettle.io,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,6,8,3,"Live SDK with auth flow, pricing page, documentation, and active GitHub repo with recent commits showing a functional product.","No external user validation - only 8 GitHub stars and no reviews, testimonials, or third-party evidence of actual developer adoption."
88,https://www.ycombinator.com/companies/carson,Carson,W26,AI/Productivity,"Desktop AI app that generates custom, sharable workspaces",STRONG,TRUE,TRUE,FALSE,TRUE,TRUE,8.0,TRUE,TRUE,TRUE,FALSE,9.0,Crowded AI productivity space with unclear differentiation from existing tools,Strong technical team from top companies with prior YC experience,https://usecarson.com,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,7,2,"Company website shows a live product with auth flow, pricing page, and specific use cases like 'Personalize outreach effortlessly' and 'Qualify leads easily'.","No external user validation found - no reviews, ratings, or third-party evidence that real users are actively using the product."
89,https://www.ycombinator.com/companies/cascade,Cascade,W26,AI/ML Infrastructure,Evaluation infrastructure to make AI agents work reliably in production,STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,8.0,TRUE,FALSE,TRUE,FALSE,7.0,Missing commercial/GTM expertise in highly competitive AI infrastructure space,Deep AI research background with production experience at top companies,https://runcascade.com/,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3,7,1,"Company website has an auth flow and 'Request Access' functionality, indicating a live product that users can sign up for.","No evidence of paying customers, user reviews, or public iteration despite having a live product with auth flow."
90,https://www.ycombinator.com/companies/clam,Clam,W26,B2B Software,Self-fixing automations for fast-moving startups built on OpenClaw,STRONG,TRUE,TRUE,FALSE,FALSE,FALSE,8.0,TRUE,FALSE,TRUE,FALSE,7.0,Missing commercial cofounder for GTM in competitive automation space,Strong technical team with direct automation and AI integration experience,https://tryclam.com,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,7,0,Company one-liner describes specific automation problem for fast-moving startups built on OpenClaw technology.,"No evidence of any built product, live website, or user validation despite having a specific problem statement."
91,https://www.ycombinator.com/companies/sentrial,Sentrial,W26,AI/ML Infrastructure,Production monitoring platform for AI agents and products,STRONG,TRUE,TRUE,FALSE,FALSE,FALSE,8.0,TRUE,FALSE,TRUE,FALSE,7.0,Early stage market with unclear enterprise adoption timeline,Founders experienced exact pain point building AI agents,https://sentrial.com/,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,7,3,"Company has a pricing page and launched on Product Hunt, indicating a live product with monetization strategy.","No external user validation found - no reviews, ratings, or testimonials from actual customers despite having pricing."
92,https://www.ycombinator.com/companies/asimov,Asimov,W26,Robotics,Real-world human movement data for humanoid robots,STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,8.0,TRUE,FALSE,TRUE,FALSE,7.0,Scaling data collection network and competing with tech giants' resources,Deep robotics expertise with ML/AI background from top companies,https://tryasimov.ai/,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4,7,2,"Company website has auth flow and pricing page, indicating a live product with paid tiers for collecting real-world human movement data.","No external user validation found - no reviews, testimonials, or third-party evidence that customers are actually using the product despite having pricing."
93,https://www.ycombinator.com/companies/syntropy,Syntropy,W26,Developer Tools,Autonomous coding agent for complex long-horizon development tasks,STRONG,TRUE,TRUE,FALSE,FALSE,TRUE,8.0,TRUE,FALSE,TRUE,FALSE,7.0,Missing commercial/GTM expertise in competitive AI coding agent space,Strong technical founders with direct experience at top tech companies,https://syntropy.io,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,7,3,"Active GitHub repository with 68 stars, recent commits (last push 2026-01-24), and a specific description of a multi-LLM team research desktop application.","No evidence of paying customers or revenue model, and the GitHub repo description is in Chinese while the YC description is about coding agents, suggesting potential product-market mismatch or pivot confusion."
94,https://www.ycombinator.com/companies/payna,Payna,W26,B2B,AI licensing agent for regulated industries compliance automation,STRONG,TRUE,TRUE,FALSE,FALSE,FALSE,8.0,TRUE,FALSE,TRUE,FALSE,7.0,Missing commercial cofounder for complex B2B regulatory sales cycles,Deep firsthand experience with exact pain point they're solving,https://payna.com/,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,8,3,"Website has authentication flow, pricing page, and positions itself as 'The Compliance Operating System' for financial licensing across 50 US states.","No external user validation found - no reviews, ratings, or third-party evidence that customers are actually using the product despite having pricing."
